    t              u1             u2
0.658545       0.671813       0.162877
0.65914         0.6723       0.163818
0.659735       0.672787       0.164758
0.660329       0.673274       0.165699
0.660924        0.67376       0.166639
0.661518       0.674245        0.16758
0.662113        0.67473        0.16852
0.662707       0.675214       0.169461
0.663301       0.675698       0.170402
0.663895       0.676181       0.171342
0.664489       0.676664       0.172283
0.665083       0.677146       0.173223
0.665677       0.677627       0.174164
0.666271       0.678108       0.175105
0.666865       0.678588       0.176045
0.667458       0.679068       0.176986
0.668052       0.679547       0.177926
0.668645       0.680025       0.178867
0.669239       0.680503       0.179808
0.669832       0.680981       0.180748
0.670425       0.681458       0.181689
0.671018       0.681934        0.18263
0.671611        0.68241        0.18357
0.672204       0.682885       0.184511
0.672797       0.683359       0.185452
0.67339       0.683833       0.186393
0.673983       0.684307       0.187333
0.674576        0.68478       0.188274
0.675169       0.685252       0.189215
0.675761       0.685724       0.190155
0.676354       0.686195       0.191096
0.676946       0.686666       0.192037
0.677539       0.687136       0.192978
0.678131       0.687605       0.193918
0.678724       0.688074       0.194859
0.679316       0.688543         0.1958
0.679908       0.689011       0.196741
0.6805       0.689478       0.197682
0.681092       0.689945       0.198622
0.681684       0.690411       0.199563
0.682277       0.690877       0.200504
0.682868       0.691342       0.201445
0.68346       0.691806       0.202386
0.684052        0.69227       0.203326
0.684644       0.692734       0.204267
0.685236       0.693197       0.205208
0.685828       0.693659       0.206149
0.686419       0.694121        0.20709
0.687011       0.694582       0.208031
0.687603       0.695043       0.208971
0.688194       0.695503       0.209912
0.688786       0.695962       0.210853
0.689377       0.696421       0.211794
0.689969        0.69688       0.212735
0.69056       0.697338       0.213676
0.691152       0.697795       0.214616
0.691743       0.698252       0.215557
0.692334       0.698708       0.216498
0.692926       0.699164       0.217439
0.693517       0.699619        0.21838
0.694108       0.700074       0.219321
0.694699       0.700528       0.220262
0.695291       0.700982       0.221203
0.695882       0.701435       0.222143
0.696473       0.701887       0.223084
0.697064       0.702339       0.224025
0.697655        0.70279       0.224966
0.698246       0.703241       0.225907
0.698837       0.703692       0.226848
0.699428       0.704141       0.227789
0.700019       0.704591        0.22873
0.70061       0.705039       0.229671
0.701201       0.705487       0.230611
0.701792       0.705935       0.231552
0.702383       0.706382       0.232493
0.702974       0.706829       0.233434
0.703565       0.707274       0.234375
0.704156        0.70772       0.235316
0.704747       0.708165       0.236257
0.705338       0.708609       0.237198
0.705929       0.709053       0.238139
0.70652       0.709496        0.23908
0.707111       0.709939       0.240021
0.707702       0.710381       0.240961
0.708293       0.710823       0.241902
0.708884       0.711264       0.242843
0.709475       0.711704       0.243784
0.710065       0.712145       0.244725
0.710656       0.712584       0.245666
0.711247       0.713023       0.246607
0.711838       0.713461       0.247548
0.712429       0.713899       0.248489
0.71302       0.714337        0.24943
0.713611       0.714774       0.250371
0.714202        0.71521       0.251311
0.714793       0.715646       0.252252
0.715384       0.716081       0.253193
0.715975       0.716515       0.254134
0.716566        0.71695       0.255075
0.717157       0.717383       0.256016
0.717748       0.717816       0.256957
0.718339       0.718249       0.257898
0.71893       0.718681       0.258839
0.719521       0.719112        0.25978
0.720112       0.719543        0.26072
0.720703       0.719974       0.261661
0.721294       0.720404       0.262602
0.721885       0.720833       0.263543
0.722477       0.721262       0.264484
0.723068        0.72169       0.265425
0.723659       0.722118       0.266366
0.72425       0.722545       0.267307
0.724842       0.722972       0.268247
0.725433       0.723398       0.269188
0.726024       0.723824       0.270129
0.726616       0.724249        0.27107
0.727207       0.724674       0.272011
0.727798       0.725098       0.272952
0.72839       0.725521       0.273893
0.728981       0.725944       0.274833
0.729573       0.726367       0.275774
0.730164       0.726789       0.276715
0.730756        0.72721       0.277656
0.731348       0.727631       0.278597
0.731939       0.728052       0.279538
0.732531       0.728471       0.280479
0.733123       0.728891       0.281419
0.733715        0.72931        0.28236
0.734306       0.729728       0.283301
0.734898       0.730146       0.284242
0.73549       0.730563       0.285183
0.736082       0.730979       0.286123
0.736674       0.731396       0.287064
0.737266       0.731811       0.288005
0.737859       0.732226       0.288946
0.738451       0.732641       0.289887
0.739043       0.733055       0.290827
0.739635       0.733469       0.291768
0.740228       0.733882       0.292709
0.74082       0.734294        0.29365
0.741413       0.734706        0.29459
0.742005       0.735118       0.295531
0.742598       0.735529       0.296472
0.74319       0.735939       0.297413
0.743783       0.736349       0.298353
0.744376       0.736758       0.299294
0.744969       0.737167       0.300235
0.745561       0.737576       0.301175
0.746154       0.737983       0.302116
0.746747       0.738391       0.303057
0.74734       0.738797       0.303998
0.747934       0.739204       0.304938
0.748527       0.739609       0.305879
0.74912       0.740015        0.30682
0.749714       0.740419        0.30776
0.750307       0.740823       0.308701
0.7509       0.741227       0.309642
0.751494        0.74163       0.310582
0.752088       0.742033       0.311523
0.752681       0.742435       0.312463
0.753275       0.742836       0.313404
0.753869       0.743237       0.314345
0.754463       0.743638       0.315285
0.755057       0.744038       0.316226
0.755651       0.744437       0.317166
0.756246       0.744836       0.318107
0.75684       0.745235       0.319048
0.757434       0.745633       0.319988
0.758029        0.74603       0.320929
0.758623       0.746427       0.321869
0.759218       0.746823        0.32281
0.759813       0.747219        0.32375
0.760407       0.747614       0.324691
0.761002       0.748009       0.325631
0.761597       0.748404       0.326572
0.762192       0.748797       0.327512
0.762788       0.749191       0.328453
0.763383       0.749583       0.329393
0.763978       0.749976       0.330334
0.764574       0.750367       0.331274
0.765169       0.750758       0.332215
0.765765       0.751149       0.333155
0.766361       0.751539       0.334096
0.766957       0.751929       0.335036
0.767553       0.752318       0.335976
0.768149       0.752707       0.336917
0.768745       0.753095       0.337857
0.769341       0.753482       0.338797
0.769938       0.753869       0.339738
0.770534       0.754256       0.340678
0.771131       0.754642       0.341619
0.771727       0.755027       0.342559
0.772324       0.755412       0.343499
0.772921       0.755797       0.344439
0.773518       0.756181        0.34538
0.774115       0.756564        0.34632
0.774713       0.756947        0.34726
0.77531       0.757329       0.348201
0.775908       0.757711       0.349141
0.776505       0.758092       0.350081
0.777103       0.758473       0.351021
0.777701       0.758854       0.351962
0.778299       0.759233       0.352902
0.778897       0.759613       0.353842
0.779495       0.759991       0.354782
0.780094        0.76037       0.355722
0.780692       0.760747       0.356662
0.781291       0.761125       0.357603
0.78189       0.761501       0.358543
0.782488       0.761878       0.359483
0.783087       0.762253       0.360423
0.783687       0.762628       0.361363
0.784286       0.763003       0.362303
0.784885       0.763377       0.363243
0.785485       0.763751       0.364183
0.786085       0.764124       0.365123
0.786684       0.764496       0.366063
0.787284       0.764868       0.367003
0.787884        0.76524       0.367943
0.788485       0.765611       0.368883
0.789085       0.765981       0.369823
0.789685       0.766351       0.370763
0.790286       0.766721       0.371703
0.790887        0.76709       0.372643
0.791488       0.767458       0.373583
0.792089       0.767826       0.374523
0.79269       0.768194       0.375463
0.793292       0.768561       0.376402
0.793893       0.768927       0.377342
0.794495       0.769293       0.378282
0.795097       0.769658       0.379222
0.795699       0.770023       0.380162
0.796301       0.770387       0.381102
0.796903       0.770751       0.382041
0.797505       0.771114       0.382981
0.798108       0.771477       0.383921
0.798711       0.771839       0.384861
0.799314       0.772201         0.3858
0.799917       0.772562        0.38674
0.80052       0.772923        0.38768
0.801123       0.773283       0.388619
0.801727       0.773643       0.389559
0.802331       0.774002       0.390499
0.802935       0.774361       0.391438
0.803539       0.774719       0.392378
0.804143       0.775076       0.393317
0.804747       0.775433       0.394257
0.805352        0.77579       0.395196
0.805957       0.776146       0.396136
0.806562       0.776502       0.397075
0.807167       0.776857       0.398015
0.807772       0.777211       0.398954
0.808377       0.777565       0.399894
0.808983       0.777919       0.400833
0.809589       0.778272       0.401773
0.810195       0.778624       0.402712
0.810801       0.778976       0.403652
0.811407       0.779327       0.404591
0.812014       0.779678        0.40553
0.81262       0.780029        0.40647
0.813227       0.780378       0.407409
0.813834       0.780728       0.408348
0.814442       0.781076       0.409287
0.815049       0.781425       0.410227
0.815657       0.781773       0.411166
0.816264        0.78212       0.412105
0.816872       0.782467       0.413044
0.817481       0.782813       0.413984
0.818089       0.783158       0.414923
0.818698       0.783504       0.415862
0.819306       0.783848       0.416801
0.819915       0.784192        0.41774
0.820525       0.784536       0.418679
0.821134       0.784879       0.419618
0.821744       0.785222       0.420557
0.822353       0.785564       0.421496
0.822963       0.785905       0.422435
0.823574       0.786246       0.423374
0.824184       0.786587       0.424313
0.824795       0.786927       0.425252
0.825405       0.787266       0.426191
0.826016       0.787605        0.42713
0.826628       0.787944       0.428069
0.827239       0.788282       0.429008
0.827851       0.788619       0.429947
0.828462       0.788956       0.430885
0.829075       0.789292       0.431824
0.829687       0.789628       0.432763
0.830299       0.789963       0.433702
0.830912       0.790298        0.43464
0.831525       0.790632       0.435579
0.832138       0.790966       0.436518
0.832752       0.791299       0.437456
0.833365       0.791632       0.438395
0.833979       0.791964       0.439334
0.834593       0.792296       0.440272
0.835207       0.792627       0.441211
0.835822       0.792958       0.442149
0.836436       0.793288       0.443088
0.837051       0.793617       0.444026
0.837667       0.793946       0.444965
0.838282       0.794275       0.445903
0.838898       0.794603       0.446842
0.839514        0.79493        0.44778
0.84013       0.795257       0.448719
0.840746       0.795584       0.449657
0.841363        0.79591       0.450595
0.84198       0.796235       0.451534
0.842597        0.79656       0.452472
0.843214       0.796884        0.45341
0.843831       0.797208       0.454348
0.844449       0.797531       0.455287
0.845067       0.797854       0.456225
0.845686       0.798176       0.457163
0.846304       0.798498       0.458101
0.846923       0.798819       0.459039
0.847542        0.79914       0.459977
0.848161        0.79946       0.460915
0.848781       0.799779       0.461854
0.849401       0.800098       0.462792
0.850021       0.800417        0.46373
0.850641       0.800735       0.464668
0.851262       0.801053       0.465605
0.851882       0.801369       0.466543
0.852503       0.801686       0.467481
0.853125       0.802002       0.468419
0.853746       0.802317       0.469357
0.854368       0.802632       0.470295
0.85499       0.802946       0.471233
0.855613        0.80326        0.47217
0.856235       0.803573       0.473108
0.856858       0.803886       0.474046
0.857482       0.804198       0.474983
0.858105        0.80451       0.475921
0.858729       0.804821       0.476859
0.859353       0.805132       0.477796
0.859977       0.805442       0.478734
0.860602       0.805751       0.479671
0.861227        0.80606       0.480609
0.861852       0.806369       0.481546
0.862477       0.806677       0.482484
0.863103       0.806984       0.483421
0.863729       0.807291       0.484359
0.864355       0.807598       0.485296
0.864982       0.807903       0.486233
0.865608       0.808209       0.487171
0.866236       0.808514       0.488108
0.866863       0.808818       0.489045
0.867491       0.809121       0.489983
0.868119       0.809425        0.49092
0.868747       0.809727       0.491857
0.869375       0.810029       0.492794
0.870004       0.810331       0.493731
0.870634       0.810632       0.494668
0.871263       0.810932       0.495605
0.871893       0.811232       0.496542
0.872523       0.811532       0.497479
0.873153       0.811831       0.498416
0.873784       0.812129       0.499353
0.874415       0.812427        0.50029
0.875046       0.812724       0.501227
0.875678       0.813021       0.502164
0.87631       0.813317       0.503101
0.876942       0.813613       0.504037
0.877574       0.813908       0.504974
0.878207       0.814202       0.505911
0.87884       0.814496       0.506848
0.879474        0.81479       0.507784
0.880108       0.815083       0.508721
0.880742       0.815375       0.509657
0.881376       0.815667       0.510594
0.882011       0.815959       0.511531
0.882646       0.816249       0.512467
0.883281        0.81654       0.513403
0.883917       0.816829        0.51434
0.884553       0.817119       0.515276
0.885189       0.817407       0.516213
0.885826       0.817695       0.517149
0.886463       0.817983       0.518085
0.887101        0.81827       0.519022
0.887738       0.818556       0.519958
0.888376       0.818842       0.520894
0.889015       0.819128        0.52183
0.889653       0.819412       0.522766
0.890292       0.819697       0.523702
0.890932        0.81998       0.524638
0.891572       0.820264       0.525574
0.892212       0.820546        0.52651
0.892852       0.820828       0.527446
0.893493        0.82111       0.528382
0.894134       0.821391       0.529318
0.894775       0.821671       0.530254
0.895417       0.821951        0.53119
0.896059       0.822231       0.532126
0.896702       0.822509       0.533061
0.897345       0.822788       0.533997
0.897988       0.823065       0.534933
0.898632       0.823343       0.535868
0.899276       0.823619       0.536804
0.89992       0.823895        0.53774
0.900565       0.824171       0.538675
0.90121       0.824446       0.539611
0.901855        0.82472       0.540546
0.902501       0.824994       0.541482
0.903147       0.825267       0.542417
0.903794        0.82554       0.543352
0.90444       0.825812       0.544288
0.905088       0.826084       0.545223
0.905735       0.826355       0.546158
0.906383       0.826625       0.547093
0.907032       0.826895       0.548028
0.907681       0.827165       0.548964
0.90833       0.827434       0.549899
0.908979       0.827702       0.550834
0.909629        0.82797       0.551769
0.910279       0.828237       0.552704
0.91093       0.828503       0.553639
0.911581       0.828769       0.554573
0.912233       0.829035       0.555508
0.912885         0.8293       0.556443
0.913537       0.829564       0.557378
0.91419       0.829828       0.558313
0.914843       0.830091       0.559247
0.915496       0.830354       0.560182
0.91615       0.830616       0.561117
0.916804       0.830878       0.562051
0.917459       0.831139       0.562986
0.918114       0.831399        0.56392
0.918769       0.831659       0.564855
0.919425       0.831918       0.565789
0.920081       0.832177       0.566723
0.920738       0.832435       0.567658
0.921395       0.832693       0.568592
0.922053        0.83295       0.569526
0.922711       0.833206       0.570461
0.923369       0.833462       0.571395
0.924028       0.833718       0.572329
0.924687       0.833972       0.573263
0.925347       0.834227       0.574197
0.926007        0.83448       0.575131
0.926667       0.834733       0.576065
0.927328       0.834986       0.576999
0.927989       0.835238       0.577933
0.928651       0.835489       0.578866
0.929313        0.83574         0.5798
0.929976        0.83599       0.580734
0.930639        0.83624       0.581668
0.931303       0.836489       0.582601
0.931967       0.836737       0.583535
0.932631       0.836985       0.584469
0.933296       0.837232       0.585402
0.933961       0.837479       0.586336
0.934627       0.837725       0.587269
0.935293       0.837971       0.588202
0.93596       0.838216       0.589136
0.936627        0.83846       0.590069
0.937294       0.838704       0.591002
0.937962       0.838948       0.591935
0.938631        0.83919       0.592869
0.939299       0.839432       0.593802
0.939969       0.839674       0.594735
0.940639       0.839915       0.595668
0.941309       0.840155       0.596601
0.94198       0.840395       0.597534
0.942651       0.840634       0.598467
0.943323       0.840873       0.599399
0.943995       0.841111       0.600332
0.944667       0.841348       0.601265
0.94534       0.841585       0.602198
0.946014       0.841821        0.60313
0.946688       0.842057       0.604063
0.947363       0.842292       0.604995
0.948038       0.842527       0.605928
0.948713       0.842761        0.60686
0.949389       0.842994       0.607793
0.950066       0.843227       0.608725
0.950743       0.843459       0.609657
0.95142        0.84369        0.61059
0.952098       0.843921       0.611522
0.952777       0.844152       0.612454
0.953455       0.844381       0.613386
0.954135       0.844611       0.614318
0.954815       0.844839        0.61525
0.955495       0.845067       0.616182
0.956176       0.845295       0.617114
0.956858       0.845521       0.618046
0.95754       0.845748       0.618978
0.958222       0.845973       0.619909
0.958905       0.846198       0.620841
0.959589       0.846423       0.621773
0.960273       0.846646       0.622704
0.960957        0.84687       0.623636
0.961642       0.847092       0.624567
0.962328       0.847314       0.625499
0.963014       0.847535        0.62643
0.963701       0.847756       0.627362
0.964388       0.847976       0.628293
0.965076       0.848196       0.629224
0.965764       0.848415       0.630155
0.966453       0.848633       0.631086
0.967142       0.848851       0.632017
0.967832       0.849068       0.632948
0.968522       0.849285       0.633879
0.969213       0.849501        0.63481
0.969905       0.849716       0.635741
0.970597       0.849931       0.636672
0.971289       0.850145       0.637603
0.971982       0.850358       0.638533
0.972676       0.850571       0.639464
0.97337       0.850783       0.640395
0.974065       0.850995       0.641325
0.974761       0.851206       0.642256
0.975457       0.851416       0.643186
0.976153       0.851626       0.644116
0.97685       0.851835       0.645047
0.977548       0.852044       0.645977
0.978246       0.852252       0.646907
0.978945       0.852459       0.647837
0.979644       0.852665       0.648767
0.980344       0.852871       0.649697
0.981044       0.853077       0.650627
0.981745       0.853282       0.651557
0.982447       0.853486       0.652487
0.983149       0.853689       0.653417
0.983852       0.853892       0.654346
0.984556       0.854095       0.655276
0.98526       0.854296       0.656206
0.985964       0.854497       0.657135
0.98667       0.854698       0.658065
0.987375       0.854897       0.658994
0.988082       0.855097       0.659923
0.988789       0.855295       0.660853
0.989496       0.855493       0.661782
0.990205        0.85569       0.662711
0.990914       0.855887        0.66364
0.991623       0.856083       0.664569
0.992333       0.856278       0.665498
0.993044       0.856473       0.666427
0.993755       0.856667       0.667356
0.994467        0.85686       0.668285
0.99518       0.857053       0.669214
0.995893       0.857245       0.670142
0.996607       0.857436       0.671071
0.997321       0.857627          0.672
0.998036       0.857817       0.672928
0.998752       0.858007       0.673856
0.999468       0.858196       0.674785
1.00019       0.858384       0.675713

Iterations quantity is 1405
